github_url,model_name,model_type
github.com/the-crypt-keeper/can-ai-code,ModelCloud/gemma-2-27b-it-gptq-4bit,nlp
github.com/theovercomer8/captionr,microsoft/git-large-r-textcaps,multi_modal
github.com/thu-ml/controlvideo,tf_efficientnet_lite3,vision
github.com/thu-ml/controlvideo,resnext101_32x8d_wsl,vision
github.com/thu-ml/controlvideo,resnet50,vision
github.com/thu-ml/controlvideo,stable-diffusion-v1-5,multi_modal
github.com/thunlp/kernelgat,allenai/scibert_scivocab_uncased,nlp
github.com/thunlp/kernelgat,RoBERTa,nlp
github.com/thunlp/openbackdoor,bert-base-uncased,nlp
github.com/thunlp/openbackdoor,gpt2,nlp
github.com/thunlp/openbackdoor,gpt2-large,nlp
github.com/timothybrooks/instruct-pix2pix,bert-base-uncased,nlp
github.com/timothybrooks/instruct-pix2pix,openai clip,multi_modal
github.com/timothybrooks/instruct-pix2pix,CompVis/stable-diffusion-v1-4,multi_modal
github.com/timothybrooks/instruct-pix2pix,CompVis/stable-diffusion-safety-checker,vision
github.com/twistedcubic/attention-rank-collapse,bert-base-uncased,nlp
github.com/twistedcubic/attention-rank-collapse,bert-base-cased,nlp
github.com/ucinlp/autoprompt,bert-base-cased,nlp
github.com/ucinlp/autoprompt,roberta,nlp
github.com/uminosachi/inpaint-anything,runwayml/stable-diffusion-inpainting,multi_modal
github.com/uminosachi/inpaint-anything,stabilityai/stable-diffusion-2-inpainting,multi_modal
github.com/uminosachi/inpaint-anything,Uminosachi/deliberate_v3-inpainting,multi_modal
github.com/uminosachi/inpaint-anything,Uminosachi/dreamshaper_8Inpainting,multi_modal
github.com/uminosachi/inpaint-anything,Uminosachi/realisticVisionV51_v51VAE-inpainting,multi_modal
github.com/uminosachi/inpaint-anything,Uminosachi/revAnimated_v121Inp-inpainting,multi_modal
github.com/usc-isi-i2/cskg,bert-base-nli-mean-tokens,nlp
github.com/usc-isi-i2/cskg,bert-large-nli-cls-token,nlp
github.com/usc-isi-i2/cskg,roberta,nlp
github.com/usc-isi-i2/cskg,en_core_web_lg,nlp
github.com/v-mipeng/lexiconaugmentedner,bert-base-chinese,nlp
github.com/vahe1994/spqr,gpt2,nlp
github.com/veekaybee/viberary,sentence-transformers/msmarco-distilbert-base-v3,nlp
github.com/videocrafter/videocrafter,google/t5-v1_1-large,nlp
github.com/videocrafter/videocrafter,ViT-H-14,vision
github.com/vijishmadhavan/skindeep,thepowefuldeez/sd21-controlnet-canny,multi_modal
github.com/vinairesearch/xphonebert,vinai/xphonebert-base,nlp
github.com/wangyuxinwhy/uniem,moka-ai/m3e-base,nlp
github.com/wangyuxinwhy/uniem,all-MiniLM-L6-v2,nlp
github.com/wangyuxinwhy/uniem,IDEA-CCNL/Erlangshen-SimCSE-110M-Chinese,nlp
github.com/wangyuxinwhy/uniem,silk-road/luotuo-bert,nlp
github.com/winddori2002/triaan-vc,facebook/wav2vec2-large-960h-lv60-self,speech
github.com/wzhouad/atlop,bert-base-cased,nlp
github.com/xpitfire/symbolicai,blip,multi_modal
github.com/xpitfire/symbolicai,clip,multi_modal
github.com/yahshibu/nested-ner-tacl2020-transformers,bert-large-uncased,nlp
github.com/yangheng95/pyabsa,facebook/bart-base,nlp
github.com/yangheng95/pyabsa,roberta-base,nlp
github.com/yangheng95/pyabsa,Salesforce/codet5-base,nlp
github.com/yangheng95/pyabsa,Salesforce/codet5-small,nlp
github.com/yangheng95/pyabsa,t5-base,nlp
github.com/ylsung/vl_adapter,facebook/bart-base,nlp
github.com/ylsung/vl_adapter,t5-base,nlp
github.com/ylsung/vl_adapter,bert-base-uncased,nlp
github.com/ypwhs/creativechatglm,glm-4,nlp
github.com/ypwhs/creativechatglm,chatglm3,nlp
github.com/ypwhs/creativechatglm,chatglm2,nlp
github.com/ypwhs/creativechatglm,chatglm,nlp
github.com/ypwhs/creativechatglm,gptq,nlp
github.com/ypwhs/creativechatglm,llama,nlp
github.com/yuangongnd/whisper-at,facebook/hubert-large-ls960-ft,speech
github.com/yuangongnd/whisper-at,facebook/hubert-xlarge-ls960-ft,speech
github.com/yuangongnd/whisper-at,facebook/wav2vec2-base-960h,speech
github.com/yuangongnd/whisper-at,facebook/wav2vec2-large-robust-ft-swbd-300h,speech
github.com/yuchenlin/swiftsage,paraphrase-MiniLM-L6-v2,nlp
github.com/yuchenlin/swiftsage,Meta-Llama-3.1-8B-Instruct,nlp
github.com/yui010206/sevila,ResNet-50,vision
github.com/yui010206/sevila,ViT-B-16,vision
github.com/yui010206/sevila,ViT-B-32,vision
github.com/yui010206/sevila,ViT-L-14-336,vision
github.com/yui010206/sevila,ViT-L-14,vision
github.com/yui010206/sevila,google/flan-t5-xl,nlp
github.com/yuxinwenrick/tree-ring-watermark,stabilityai/stable-diffusion-2-1-base,multi_modal
github.com/zerorin/bertgcn,roberta-base,nlp
github.com/zetaalphavector/inpars,EleutherAI/gpt-j-6B,nlp
github.com/zetaalphavector/inpars,t5-base,nlp
github.com/zetaalphavector/inpars,cross-encoder/ms-marco-MiniLM-L-6-v2,nlp
github.com/zetaalphavector/inpars,castorini/monot5-base-msmarco-10k,nlp
github.com/zhoudaquan/refiner_vit,resnet101,vision
github.com/zhoujx4/nlp-series-sentence-embeddings,bert,nlp
github.com/zhoujx4/nlp-series-sentence-embeddings,openai/clip-vit-base-patch32,multi_modal
github.com/zhoujx4/nlp-series-sentence-embeddings,t5,nlp
github.com/zhoujx4/nlp-series-sentence-embeddings,roberta,nlp
github.com/zhoujx4/nlp-series-sentence-embeddings,distilbert-base-nli-mean-tokens,nlp
github.com/zhvng/open-musiclm,bert-base-uncased,nlp
github.com/zhvng/open-musiclm,facebook/bart-base,nlp
github.com/zhvng/open-musiclm,m-a-p/MERT-v0,audio
github.com/zhvng/open-musiclm,roberta-base,nlp
github.com/zjunlp/ontoprotein,PubMedBERT,nlp
github.com/zjunlp/ontoprotein,ProtBERT,nlp
github.com/acht7111020/dsmap,vgg16,vision
github.com/activevisionlab/nope-nerf,vitb_rn50_384,vision
github.com/activevisionlab/nope-nerf,vitb16_384,vision
github.com/activevisionlab/nope-nerf,vitl16_384,vision
github.com/adamkortylewski/compositionalnets,resnet50,vision
github.com/adamkortylewski/compositionalnets,resnext50_32x4d,vision
github.com/adamkortylewski/compositionalnets,vgg16,vision
github.com/ai4ce/sscbench,tf_efficientnet_b7_ns,vision
github.com/aimagelab/multimodal-garment-designer,mgd,multi_modal
github.com/aimerykong/predictive-filter-flow,resnet50,vision
github.com/aimerykong/predictive-filter-flow,resnet18,vision
github.com/akanazawa/cmr,resnet18,vision
github.com/akanazawa/vgan,inception_v3,vision
github.com/akshitagupta15june/face-x,resnet34,vision
github.com/amanchadha/iseebetter,vgg16,vision
github.com/andrewsonga/total-recon,alexnet,vision
github.com/andrewsonga/total-recon,densenet201,vision
github.com/andrewsonga/total-recon,vgg16,vision
github.com/andrewsonga/total-recon,vgg19,vision
github.com/andrewsonga/total-recon,resnet101,vision
github.com/andrewsonga/total-recon,resnet152,vision
github.com/andrewsonga/total-recon,resnet18,vision
github.com/andrewsonga/total-recon,resnet34,vision
github.com/andrewsonga/total-recon,resnet50,vision
github.com/andrewsonga/total-recon,squeezenet1_1,vision
github.com/anything-of-anything/anything-3d,tf_efficientnet_lite3,vision
github.com/anything-of-anything/anything-3d,resnext101_32x8d_wsl,vision
github.com/apple/ml-finerecon,efficientnet_v2_s,vision
github.com/arpitbansal297/universal-guided-diffusion,fasterrcnn_resnet50_fpn_v2,vision
github.com/arpitbansal297/universal-guided-diffusion,lraspp_mobilenet_v3_large,vision
github.com/arunmallya/piggyback,densenet121,vision
github.com/arunmallya/piggyback,resnet50,vision
github.com/arunmallya/piggyback,vgg16,vision
github.com/arunmallya/piggyback,vgg16_bn,vision
github.com/ashawkey/nerf2mesh,tf_efficientnet_lite3,vision
github.com/ashawkey/stable-dreamfusion,resnext101_32x8d_wsl,vision
github.com/ashawkey/stable-dreamfusion,resnet101,vision
github.com/ashawkey/stable-dreamfusion,resnet152,vision
github.com/ashawkey/stable-dreamfusion,resnet18,vision
github.com/ashawkey/stable-dreamfusion,resnet50,vision
github.com/ashawkey/stable-dreamfusion,alexnet,vision
github.com/ashawkey/stable-dreamfusion,squeezenet1_1,vision
github.com/ashawkey/stable-dreamfusion,vgg16,vision
github.com/ashual/scene_generation,resnet152,vision
github.com/ashual/scene_generation,resnet18,vision
github.com/ashual/scene_generation,resnet34,vision
github.com/ashual/scene_generation,resnet50,vision
github.com/ashual/scene_generation,resnet101,vision
github.com/ashual/scene_generation,vgg19,vision
github.com/autonise/craft-remade,vgg16_bn,vision
github.com/autonise/craft-remade,resnet50,vision
github.com/autonomousvision/occupancy_networks,resnet50,vision
github.com/autonomousvision/occupancy_networks,resnet18,vision
github.com/autonomousvision/occupancy_networks,resnet34,vision
github.com/autonomousvision/texture_fields,inception_v3,vision
github.com/autonomousvision/texture_fields,resnet18,vision
github.com/avanetten/yoltv5,yolov5s,vision
github.com/biubug6/pytorch_retinaface,resnet50,vision
github.com/boschresearch/unetgan,inception_v3,vision
github.com/bshall/hubert,hubert_soft,speech
github.com/cap-ntu/video-to-retail-platform,resnet50,vision
github.com/cap-ntu/video-to-retail-platform,alexnet,vision
github.com/cap-ntu/video-to-retail-platform,resnet18,vision
github.com/captaineven/videocaption,resnet50,vision
github.com/carolineec/informative-drawings,inception_v3,vision
github.com/cassiepython/cddfm3d,alexnet,vision
github.com/cassiepython/cddfm3d,inception_v3,vision
github.com/cassiepython/cddfm3d,resnet101,vision
github.com/cassiepython/cddfm3d,resnet152,vision
github.com/cassiepython/cddfm3d,resnet18,vision
github.com/cassiepython/cddfm3d,resnet34,vision
github.com/cassiepython/cddfm3d,resnet50,vision
github.com/cassiepython/cddfm3d,squeezenet1_1,vision
github.com/cassiepython/cddfm3d,vgg16,vision
github.com/castacks/dytanvo,MiDaS,vision
github.com/chenyanglei/flash-reflection-removal,vgg19,vision
github.com/choosehappy/pytorchdigitalpathology,alexnet,vision
github.com/choosehappy/pytorchdigitalpathology,vgg19,vision
github.com/chungyiweng/humannerf,alexnet,vision
github.com/chungyiweng/humannerf,resnet101,vision
github.com/chungyiweng/humannerf,resnet152,vision
github.com/chungyiweng/humannerf,resnet18,vision
github.com/chungyiweng/humannerf,resnet34,vision
github.com/chungyiweng/humannerf,resnet50,vision
github.com/chungyiweng/humannerf,squeezenet1_1,vision
github.com/chungyiweng/humannerf,vgg16,vision
github.com/cientgu/giqa,inception_v3,vision
github.com/cleinc/bts,resnet101,vision
github.com/cleinc/bts,resnet50,vision
github.com/cleinc/bts,resnext101_32x8d,vision
github.com/cleinc/bts,resnext50_32x4d,vision
github.com/cleinc/bts,densenet121,vision
github.com/cleinc/bts,densenet161,vision
github.com/cleinc/bts,mobilenet_v2,vision
github.com/clovaai/fewshot-font-generation,resnet50,vision
github.com/cmu-create-lab/deep-smoke-machine,resnet101,vision
github.com/cmu-create-lab/deep-smoke-machine,googlenet,vision
github.com/cmu-create-lab/deep-smoke-machine,alexnet,vision
github.com/cnyvfang/labelgo-yolov5autolabelimg,yolov5s,vision
github.com/codeslake/color_transfer_histogram_analogy,vgg19,vision
github.com/codeslake/color_transfer_histogram_analogy,vgg19_bn,vision
github.com/coincheung/pytorch-loss,resnet50,vision
github.com/collabora/whisper-live,silero_vad,audio
github.com/cross-domain-compositing/cross-domain-compositing,vgg16,vision
github.com/csjliang/ppr10k,resnet18,vision
github.com/csjliang/ppr10k,resnet34,vision
github.com/cszn/kair,resnet50,vision
github.com/cszn/kair,vgg19,vision
github.com/cszn/kair,vgg19_bn,vision
github.com/cuiaiyu/dressing-in-order,inception_v3,vision
github.com/cuiaiyu/dressing-in-order,vgg19,vision
github.com/cvg/hierarchical-localization,vgg16_netvlad,vision
github.com/cvg/hierarchical-localization,mberton/MegaLoc,vision
github.com/cvg/limap,vgg16,vision
github.com/cvqluu/simple_diarizer,silero_vad,audio
github.com/daizuozhuo/batch-dropblock-network,resnet50,vision
github.com/dariopavllo/convmesh,inception_v3,vision
github.com/datamol-io/molfeat,esm1b_t33_650M_UR50S,nlp
github.com/dchen236/fairface,resnet34,vision
github.com/debeshjha/2020-cbms-doubleu-net,vgg19,vision
github.com/declare-lab/reccon,resnet152,vision
github.com/dingmyu/d4lcn,resnet101,vision
github.com/dingmyu/d4lcn,resnet50,vision
github.com/dingmyu/dapn,resnet50,vision
github.com/dl-practise/yoloall,yolov5s,vision
github.com/donsetpg/narya,resnet50,vision
github.com/duanzhiihao/rapid,resnet101,vision
github.com/duanzhiihao/rapid,resnet34,vision
github.com/duanzhiihao/rapid,resnet50,vision
github.com/duguyifei/yolov5_fps_aicheatprinciple,yolov5n,vision
github.com/duguyifei/yolov5_fps_aicheatprinciple,yolov5s,vision
github.com/dukebw/loho,alexnet,vision
github.com/dukebw/loho,resnet101,vision
github.com/dukebw/loho,resnet152,vision
github.com/dukebw/loho,resnet18,vision
github.com/dukebw/loho,resnet34,vision
github.com/dukebw/loho,resnet50,vision
github.com/dukebw/loho,squeezenet1_1,vision
github.com/dukebw/loho,vgg16,vision
github.com/dukebw/loho,vgg19,vision
github.com/eezkni/uegan,vgg19,vision
github.com/egorsmkv/speech-recognition-uk,silero_stt,audio
github.com/egorzakharov/perceptualgan,vgg19,vision
github.com/eps696/aphantasia,ViT-B/16,vision
github.com/executedone/chinese-fastspeech2,load_melgan,audio
github.com/facebookresearch/vlpart,dino_vits8,vision
github.com/facebookresearch/vlpart,dino_vits16,vision
github.com/facebookresearch/vlpart,dino_vitb8,vision
github.com/facebookresearch/vlpart,dino_vitb16,vision
github.com/facebookresearch/vlpart,vit_small_patch8_224,vision
github.com/facebookresearch/vlpart,vit_small_patch16_224,vision
github.com/facebookresearch/vlpart,vit_base_patch8_224,vision
github.com/facebookresearch/vlpart,vit_base_patch16_224,vision
github.com/fudanvi/fudanocr,vgg16,vision
github.com/garfield-kh/posetriplet,resnet18,vision
github.com/gcucurull/visual-compatibility,resnet50,vision
github.com/geekyutao/inpaint-anything,alexnet,vision
github.com/geekyutao/inpaint-anything,inception_v3,vision
github.com/geekyutao/inpaint-anything,vgg19,vision
github.com/geekyutao/inpaint-anything,resnet101,vision
github.com/geekyutao/inpaint-anything,resnet152,vision
github.com/geekyutao/inpaint-anything,resnet18,vision
github.com/geekyutao/inpaint-anything,resnet34,vision
github.com/geekyutao/inpaint-anything,resnet50,vision
github.com/geekyutao/inpaint-anything,squeezenet1_1,vision
github.com/geekyutao/inpaint-anything,vgg16,vision
github.com/gm19900510/pytorch_retina_license_plate,resnet50,vision
github.com/google-research/3d-moments,vgg16,vision
github.com/google-research/3d-moments,vgg19,vision
github.com/grigorisg9gr/polynomial_nets,inception_v3,vision
github.com/grip-unina/dmimagedetection,resnet18,vision
github.com/hejingwenhejingwen/csrnet,vgg19,vision
github.com/hejingwenhejingwen/csrnet,vgg19_bn,vision
github.com/hendrycks/imagenet-r,resnet101,vision
github.com/hendrycks/imagenet-r,resnet152,vision
github.com/hendrycks/imagenet-r,resnet50,vision
github.com/hezhangsprinter/did-mdn,vgg19_bn,vision
github.com/hongwenzhang/pymaf-x,resnet50,vision
github.com/ianyeung/realvsr,vgg19,vision
github.com/ianyeung/realvsr,vgg19_bn,vision
github.com/isl-org/midas,tf_efficientnet_lite3,vision
github.com/isl-org/midas,resnext101_32x8d_wsl,vision
github.com/isl-org/vi-depth,tf_efficientnet_lite3,vision
github.com/isl-org/vi-depth,DPT_BEiT_L_512,vision
github.com/isl-org/vi-depth,DPT_SwinV2_L_384,vision
github.com/isl-org/vi-depth,DPT_Large,vision
github.com/isl-org/vi-depth,DPT_SwinV2_T_256,vision
github.com/isl-org/vi-depth,DPT_LeViT_224,vision
github.com/isl-org/vi-depth,MiDaS_small,vision
github.com/j-min/dalleval,inception_v3,vision
github.com/jakaria08/eesrgan,fasterrcnn_resnet50_fpn,vision
github.com/jakaria08/eesrgan,vgg19,vision
github.com/jakaria08/eesrgan,vgg19_bn,vision
github.com/jansonyuan/pytorch-camp,deeplabv3_resnet101,vision
github.com/jansonyuan/pytorch-camp,alexnet,vision
github.com/jansonyuan/pytorch-camp,fasterrcnn_resnet50_fpn,vision
github.com/jayleicn/tvretrieval,resnet152,vision
github.com/jiawei-yang/freenerf,clip_rn50,multi_modal
github.com/jiawei-yang/freenerf,clip_vit,multi_modal
github.com/jiawei-yang/freenerf,clip_vit_b16,multi_modal
github.com/jiawei-yang/freenerf,resnext50_32x4d,vision
github.com/jinghuizhou/awesome_face_antispoofing,resnet18,vision
github.com/jinghuizhou/awesome_face_antispoofing,densenet121,vision
github.com/jinghuizhou/awesome_face_antispoofing,densenet161,vision
github.com/jinghuizhou/awesome_face_antispoofing,densenet169,vision
github.com/jinghuizhou/awesome_face_antispoofing,densenet201,vision
github.com/jinghuizhou/awesome_face_antispoofing,inception_v3,vision
github.com/jinghuizhou/awesome_face_antispoofing,resnet34,vision
github.com/jinghuizhou/awesome_face_antispoofing,resnet50,vision
github.com/jinghuizhou/awesome_face_antispoofing,squeezenet1_0,vision
github.com/jinghuizhou/awesome_face_antispoofing,squeezenet1_1,vision
github.com/jinghuizhou/awesome_face_antispoofing,vgg11_bn,vision
github.com/jinghuizhou/awesome_face_antispoofing,vgg13_bn,vision
github.com/jinghuizhou/awesome_face_antispoofing,vgg16_bn,vision
github.com/jinghuizhou/awesome_face_antispoofing,vgg19_bn,vision
github.com/jingyang2017/face-and-image-super-resolution,inception_v3,vision
github.com/junukcha/multiperson,resnet101,vision
github.com/junukcha/multiperson,resnet18,vision
github.com/junukcha/multiperson,resnet34,vision
github.com/junukcha/multiperson,resnet50,vision
github.com/kair-bair/dycheck,mttr_refer_youtube_vos,multi_modal
github.com/kaleido-lab/dolphin,tf_efficientnet_lite3,vision
github.com/kaleido-lab/dolphin,resnext101_32x8d_wsl,vision
github.com/kamalesh0406/audio-classification,resnet50,vision
github.com/kamalesh0406/audio-classification,densenet201,vision
github.com/keonlee9420/comprehensive-transformer-tts,load_melgan,audio
github.com/keonlee9420/portaspeech,load_melgan,audio
github.com/kexinyi/ns-vqa,resnet34,vision
github.com/korrawe/grasping_field,resnet18,vision
github.com/lancopku/livebot,resnet18,vision
github.com/layumi/university1652-baseline,vgg16_bn,vision
github.com/layumi/university1652-baseline,resnet50,vision
github.com/leftthomas/srgan,vgg16,vision
github.com/lelechen63/talking-head-generation-with-rhythmic-head-motion,vgg19,vision
github.com/levyfan/reid-mgn,resnet50,vision
github.com/limacv/deblur-nerf,resnet101,vision
github.com/limacv/deblur-nerf,resnet152,vision
github.com/limacv/deblur-nerf,resnet18,vision
github.com/limacv/deblur-nerf,resnet34,vision
github.com/limacv/deblur-nerf,resnet50,vision
github.com/linto-ai/whisper-timestamped,silero_vad,audio
github.com/lkeab/gsnet,densenet121,vision
github.com/lkeab/gsnet,densenet161,vision
github.com/lkeab/gsnet,densenet169,vision
github.com/lkeab/gsnet,densenet201,vision
github.com/lkeab/gsnet,squeezenet1_1,vision
github.com/longcw/motdt,squeezenet1_1,vision
github.com/lornatang/srgan-pytorch,vgg19,vision
github.com/lotayou/face-renovation,alexnet,vision
github.com/lotayou/face-renovation,inception_v3,vision
github.com/lotayou/face-renovation,resnet101,vision
github.com/lotayou/face-renovation,resnet152,vision
github.com/lotayou/face-renovation,resnet18,vision
github.com/lotayou/face-renovation,resnet34,vision
github.com/lotayou/face-renovation,resnet50,vision
github.com/lotayou/face-renovation,squeezenet1_1,vision
github.com/lotayou/face-renovation,vgg16,vision
github.com/lotayou/face-renovation,vgg19,vision
github.com/lturing/orb_slam3_modified,DPT_BEiT_L_384,vision
github.com/lturing/orb_slam3_modified,ZoeD_K,vision
github.com/lturing/orb_slam3_modified,ZoeD_N,vision
github.com/lturing/orb_slam3_modified,ZoeD_NK,vision
github.com/lucidrains/muse-maskgit-pytorch,vgg16,vision
github.com/luzhisheng/js_reverse,yolov5n,vision
github.com/luzhisheng/js_reverse,yolov5s,vision
github.com/lyndonzheng/pluralistic-inpainting,inception_v3,vision
github.com/lyp-deeplearning/mos-multi-task-face-detect,mobilenet_v2,vision
github.com/lyp-deeplearning/mos-multi-task-face-detect,shufflenet_v2_x1_0,vision
github.com/manurare/360monodepth,MiDaS,vision
github.com/manurare/360monodepth,DPT_Large,vision
github.com/manurare/360monodepth,MiDaS_small,vision
github.com/manurare/360monodepth,DPT_Hybrid,vision
github.com/marcalcarazf/realtime-2d-to-3d-faces,densenet121,vision
github.com/marcalcarazf/realtime-2d-to-3d-faces,inception_v3,vision
github.com/marcalcarazf/realtime-2d-to-3d-faces,resnet152,vision
github.com/marcalcarazf/realtime-2d-to-3d-faces,squeezenet1_0,vision
github.com/marcalcarazf/realtime-2d-to-3d-faces,alexnet,vision
github.com/marcelampc/d3net_depth_estimation,alexnet,vision
github.com/marcelampc/d3net_depth_estimation,vgg16,vision
github.com/marcelampc/d3net_depth_estimation,vgg19,vision
github.com/marshuang80/gloria,densenet121,vision
github.com/marshuang80/gloria,densenet161,vision
github.com/marshuang80/gloria,densenet169,vision
github.com/marshuang80/gloria,resnet18,vision
github.com/marshuang80/gloria,resnet34,vision
github.com/marshuang80/gloria,resnet50,vision
github.com/marshuang80/gloria,resnext101_32x8d,vision
github.com/marshuang80/gloria,resnext50_32x4d,vision
github.com/maryamboneh/vehicle-detection,yolov5s,vision
github.com/michael-ovo/burn-detection-classification,WongKinYiu/yolov7,vision
github.com/midasklr/yolov5ds,yolov5s,vision
github.com/ming71/dal,resnet101,vision
github.com/ming71/dal,resnet152,vision
github.com/ming71/dal,resnet34,vision
github.com/ming71/dal,resnet50,vision
github.com/ming71/dal,resnext50_32x4d,vision
github.com/mratsim/amazon-forest-computer-vision,resnet101,vision
github.com/mratsim/amazon-forest-computer-vision,resnet152,vision
github.com/mratsim/amazon-forest-computer-vision,densenet121,vision
github.com/mratsim/amazon-forest-computer-vision,resnet50,vision
github.com/mratsim/amazon-forest-computer-vision,vgg16,vision
github.com/msight-tech/research-ms-loss,resnet50,vision
github.com/neptune-ai/open-solution-mapping-challenge,resnet34,vision
github.com/neptune-ai/open-solution-mapping-challenge,vgg11,vision
github.com/neptune-ai/open-solution-mapping-challenge,resnet101,vision
github.com/neptune-ai/open-solution-mapping-challenge,resnet152,vision
github.com/neptune-ai/open-solution-mapping-challenge,vgg16,vision
github.com/nikolazubic/2dimageto3dmodel,inception_v3,vision
github.com/nileshkulkarni/csm,alexnet,vision
github.com/nileshkulkarni/csm,vgg16,vision
github.com/nileshkulkarni/csm,resnet18,vision
github.com/nirvanalan/e3dge,resnet18,vision
github.com/nirvanalan/e3dge,resnet34,vision
github.com/nirvanalan/e3dge,resnet50,vision
github.com/nirvanalan/e3dge,alexnet,vision
github.com/nirvanalan/e3dge,squeezenet1_1,vision
github.com/nirvanalan/e3dge,vgg16,vision
github.com/niwhskal/srnet,vgg19,vision
github.com/nmilosev/pytorch-arm-builds,shufflenet_v2_x1_0,vision
github.com/nv-tlabs/meta-sim,inception_v3,vision
github.com/nvlabs/few-shot-vid2vid,vgg19,vision
github.com/nvlabs/prismer,resnext101_32x8d_wsl,vision
github.com/nvlabs/prismer,resnext101_32x8d,vision
github.com/nvlabs/ssv,alexnet,vision
github.com/nvlabs/umr,alexnet,vision
github.com/nvlabs/umr,resnet101,vision
github.com/nvlabs/umr,resnet152,vision
github.com/nvlabs/umr,resnet18,vision
github.com/nvlabs/umr,resnet34,vision
github.com/nvlabs/umr,resnet50,vision
github.com/nvlabs/umr,squeezenet1_1,vision
github.com/nvlabs/umr,vgg16,vision
github.com/ofa-sys/daflow,alexnet,vision
github.com/ofa-sys/daflow,resnet101,vision
github.com/ofa-sys/daflow,resnet152,vision
github.com/ofa-sys/daflow,resnet18,vision
github.com/ofa-sys/daflow,resnet34,vision
github.com/ofa-sys/daflow,resnet50,vision
github.com/ofa-sys/daflow,squeezenet1_1,vision
github.com/ofa-sys/daflow,vgg16,vision
github.com/ofa-sys/daflow,vgg19,vision
github.com/opengvlab/internvideo,resnet50,vision
github.com/osu-nlp-group/magicbrush,dino_vits16,vision
github.com/pbcquoc/vietocr,vgg19_bn,vision
github.com/pbcquoc/vietocr,vgg11_bn,vision
github.com/pliang279/multibench,resnet50,vision
github.com/pliang279/multibench,r3d_18,vision
github.com/pliang279/multibench,resnet18,vision
github.com/pliang279/multibench,vgg19,vision
github.com/pliang279/multibench,vgg11_bn,vision
github.com/pliang279/multibench,vgg16_bn,vision
github.com/potterhsu/easy-faster-rcnn.pytorch,resnet101,vision
github.com/potterhsu/easy-faster-rcnn.pytorch,resnet18,vision
github.com/potterhsu/easy-faster-rcnn.pytorch,resnet50,vision
github.com/prabhuomkar/iris,efficientnet_b7,vision
github.com/prabhuomkar/iris,resnet152,vision
github.com/pranoyr/cnn-lstm,resnet101,vision
github.com/pudae/kaggle-understanding-clouds,resnext101_32x8d_wsl,vision
github.com/pudae/kaggle-understanding-clouds,resnext101_32x16d_wsl,vision
github.com/pudae/kaggle-understanding-clouds,resnext101_32x32d_wsl,vision
github.com/pudae/kaggle-understanding-clouds,resnext101_32x48d_wsl,vision
github.com/rowanz/r2c,resnet50,vision
github.com/rozumden/defmo,resnet50,vision
github.com/rsummers11/cadlab,vgg16_bn,vision
github.com/sagizty/insight,resnet101,vision
github.com/sagizty/insight,resnet34,vision
github.com/sagizty/insight,resnet50,vision
github.com/sagizty/insight,maskrcnn_resnet50_fpn,vision
github.com/sagizty/insight,resnet18,vision
github.com/salesforce/unicontrol,tf_efficientnet_lite3,vision
github.com/salesforce/unicontrol,resnext101_32x8d_wsl,vision
github.com/sczhou/davanet,vgg19,vision
github.com/seokju-cho/volumetric-aggregation-transformer,resnet101,vision
github.com/seokju-cho/volumetric-aggregation-transformer,resnet50,vision
github.com/seokju-cho/volumetric-aggregation-transformer,vgg16,vision
github.com/seoungwugoh/rgmp,resnet50,vision
github.com/servicenow/lcfcn,resnet50,vision
github.com/seutao/humpback-whale-identification,resnet101,vision
github.com/sharpiless/yolov5-deepsort,yolov5s,vision
github.com/shihaozhaozsh/uni-controlnet,tf_efficientnet_lite3,vision
github.com/shihaozhaozsh/uni-controlnet,resnext101_32x8d_wsl,vision
github.com/shubhtuls/factored3d,resnet18,vision
github.com/skhadem/3d-boundingbox,vgg19_bn,vision
github.com/stability-ai/stablediffusion,tf_efficientnet_lite3,vision
github.com/stability-ai/stablediffusion,resnext101_32x8d_wsl,vision
github.com/sungfeng-huang/meta-tts,load_melgan,audio
github.com/taconite/metaavatar-release,resnet152,vision
github.com/taeu/style-your-hair,alexnet,vision
github.com/taeu/style-your-hair,resnet101,vision
github.com/taeu/style-your-hair,resnet152,vision
github.com/taeu/style-your-hair,resnet18,vision
github.com/taeu/style-your-hair,resnet34,vision
github.com/taeu/style-your-hair,resnet50,vision
github.com/taeu/style-your-hair,squeezenet1_1,vision
github.com/taeu/style-your-hair,vgg16,vision
github.com/taeu/style-your-hair,vgg19,vision
github.com/taohan10200/iim,resnet50,vision
github.com/tding1/cdfi,vgg16,vision
github.com/tekakutli/anime_translation,silero_vad,audio
github.com/ternaus/robot-surgery-segmentation,resnet34,vision
github.com/ternaus/robot-surgery-segmentation,vgg11,vision
github.com/ternaus/robot-surgery-segmentation,vgg16,vision
github.com/thygate/stable-diffusion-webui-depthmap-script,DPT_BEiT_L_384,vision
github.com/thygate/stable-diffusion-webui-depthmap-script,tf_efficientnet_lite3,vision
github.com/thygate/stable-diffusion-webui-depthmap-script,resnext101_32x8d_wsl,vision
github.com/tri-ml/vidar,resnet101,vision
github.com/tri-ml/vidar,resnet50,vision
github.com/tri-ml/vidar,resnext101_32x8d,vision
github.com/tri-ml/vidar,resnext50_32x4d,vision
github.com/tri-ml/vidar,densenet121,vision
github.com/tri-ml/vidar,densenet161,vision
