signature,github_url,stars,fileID,file_path,param,desc
transformers.CLIPTokenizer.from_pretrained;transformers.CLIPTextModel.from_pretrained,github.com/huggingface/instruction-tuned-sd,127,438ab8096b02ac0d7b56e5a3cb3dc821,huggingface_instruction-tuned-sd/instruction-tuned-sd/train_instruct_pix2pix.py,"unknown,subfolder=tokenizer,revision=unknown;unknown,subfolder=text_encoder,revision=unknown",Code for instruction-tuning Stable Diffusion.
transformers.AutoTokenizer.from_pretrained,github.com/AlibabaResearch/DAMO-ConvAI,788,c5c8bb092733293c1e4ba7711beecc66,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/bird/finetuning/models/unified/adaptertuning.py,"unknown,use_fast=False",DAMO-ConvAI: The official repository which contains the codebase for Alibaba DAMO Conversational AI.
transformers.GPT2Tokenizer.from_pretrained;transformers.GPT2LMHeadModel.from_pretrained,github.com/salesforce/CodeRL,436,d8016a507e29dd7dc70d5353c43198af,salesforce_CodeRL/CodeRL/transformers/examples/research_projects/pplm/run_pplm_discrim_train.py,pretrained_model;pretrained_model,This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.LongformerTokenizerFast.from_pretrained,github.com/AlibabaResearch/DAMO-ConvAI,788,29309de42fd04e511614db8ef4737bd6,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/dstc11-simmc/task1/eval_dstc11_task1.py,unknown,DAMO-ConvAI: The official repository which contains the codebase for Alibaba DAMO Conversational AI.
transformers.AutoTokenizer.from_pretrained;transformers.PreTrainedTokenizerFast.from_pretrained;transformers.AutoModelForCausalLM.from_pretrained,github.com/AlibabaResearch/DAMO-ConvAI,788,d945b67519227355476d9c6637604674,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/deep-thinking/models/huggingface.py,"sign,padding_side=padding_side,cache_dir=str;sign,padding_side=padding_side,cache_dir=str;sign,cache_dir=str,device_map=auto,load_in_8bit=in_8bit",DAMO-ConvAI: The official repository which contains the codebase for Alibaba DAMO Conversational AI.
transformers.AutoTokenizer.from_pretrained;transformers.AutoModelForSeq2SeqLM.from_pretrained,github.com/Xpitfire/symbolicai,720,75d151a24185ee164b4608dbb9a8d624,Xpitfire_symbolicai/symbolicai/symai/backend/services/huggingface_seq2seqlm_server.py,"unknown,use_fast=False,local_files_only=False,output_hidden_states=True;unknown,torch_dtype=dtype,pad_token_id=unknown",Compositional Differentiable Programming Library
transformers.T5Config.from_pretrained;transformers.T5ForConditionalGeneration.from_pretrained,github.com/awslabs/pptod,148,583421bab0d31cdb68298f6f6338fcf8,awslabs_pptod/pptod/Pretraining/modelling/T5Model.py,"model_path;model_path,config=t5_config,resume_download=True",Multi-Task Pre-Training for Plug-and-Play Task-Oriented Dialogue System (ACL 2022)
transformers.T5Tokenizer.from_pretrained,github.com/awslabs/pptod,148,5990c28962ad58261d033ea45979732b,awslabs_pptod/pptod/data/pre-training_corpora/utlis/tokenize_all_datasets.py,tokenizer_path,Multi-Task Pre-Training for Plug-and-Play Task-Oriented Dialogue System (ACL 2022)
transformers.AutoConfig.from_pretrained;transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoModelWithLMHead.from_pretrained,github.com/salesforce/CodeRL,436,b9db356205348ddaa815a24464c7ad12,salesforce_CodeRL/CodeRL/transformers/examples/legacy/run_language_modeling.py,"unknown,cache_dir=unknown;unknown,cache_dir=unknown;unknown,cache_dir=unknown;unknown,cache_dir=unknown;unknown,from_tf=bool,config=config,cache_dir=unknown",This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.CLIPTokenizer.from_pretrained,github.com/cross-domain-compositing/cross-domain-compositing,167,438dd2af10be9337982ea928cd6a18ad,cross-domain-compositing_cross-domain-compositing/cross-domain-compositing/cdc/prompt_masking.py,openai/clip-vit-large-patch14,
transformers.CLIPTokenizer.from_pretrained;transformers.CLIPTokenizer.from_pretrained;transformers.CLIPTextModel.from_pretrained,github.com/sail-sg/EditAnything,2813,2745b7e7d5adb496fae376ec954e5798,sail-sg_EditAnything/EditAnything/utils/texutal_inversion.py,"unknown;unknown,subfolder=tokenizer;unknown,subfolder=text_encoder,revision=unknown","Edit anything in images  powered by segment-anything, ControlNet, StableDiffusion, etc."
transformers.GPT2Tokenizer.from_pretrained,github.com/naver/gdc,112,3923a9d760ca51d9205f6bb7640f3c8a,naver_gdc/gdc/rm_vs_dm/gdc/examples/run.py,config,"Code accompanying our papers on the ""Generative Distributional Control"" framework"
transformers.RobertaTokenizerFast.from_pretrained,github.com/ashkamath/mdetr,903,7da391cfa89cdb4e3d75b8afdf92f251,ashkamath_mdetr/mdetr/datasets/mixed.py,unknown,
transformers.AutoConfig.from_pretrained;transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.FlaxAutoModelForMaskedLM.from_pretrained,github.com/salesforce/CodeRL,436,985badfd84021c6c4ed6d61cb975ba5c,salesforce_CodeRL/CodeRL/transformers/examples/research_projects/jax-projects/dataset-streaming/run_mlm_flax_stream.py,"unknown,cache_dir=unknown;unknown,cache_dir=unknown;unknown,cache_dir=unknown,use_fast=unknown;unknown,cache_dir=unknown,use_fast=unknown;unknown,config=config,seed=unknown,dtype=getattr",This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained,github.com/AlibabaResearch/DAMO-ConvAI,788,a1763218b69cf4c8554c2803fcd69f3c,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/diana/downstreamdeca/dianawotask.py,"unknown,cache_dir=unknown,revision=unknown,use_auth_token=unknown;unknown,cache_dir=unknown,use_fast=unknown,revision=unknown,use_auth_token=unknown",DAMO-ConvAI: The official repository which contains the codebase for Alibaba DAMO Conversational AI.
transformers.GPT2Model.from_pretrained,github.com/facebookresearch/ParlAI,10365,834512e2d84d4f5f1284f659153d418b,facebookresearch_ParlAI/ParlAI/parlai/agents/hugging_face/gpt2.py,fle_key,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.
transformers.T5Tokenizer.from_pretrained;transformers.T5EncoderModel.from_pretrained;transformers.CLIPTokenizer.from_pretrained;transformers.CLIPTextModel.from_pretrained,github.com/salesforce/UniControl,525,0818a3cecbba5046d5a34e07065c9e4f,salesforce_UniControl/UniControl/ldm/modules/encoders/modules.py,version;version;version;version,Unified Controllable Visual Generation Model
transformers.Wav2Vec2FeatureExtractor.from_pretrained;transformers.HubertModel.from_pretrained;transformers.Wav2Vec2FeatureExtractor.from_pretrained;transformers.HubertModel.from_pretrained,github.com/fishaudio/fish-diffusion,500,497fbe1929bb894f6339287346140db7,fishaudio_fish-diffusion/fish-diffusion/fish_diffusion/modules/feature_extractors/chinese_hubert.py,TencentGameMate/chinese-hubert-base;TencentGameMate/chinese-hubert-base;model;model,An easy to understand TTS / SVS / SVC framework
transformers.WavLMForSequenceClassification.from_pretrained;transformers.WavLMForAudioFrameClassification.from_pretrained;transformers.WavLMForXVector.from_pretrained;transformers.WavLMConfig.from_pretrained;transformers.Wav2Vec2FeatureExtractor.from_pretrained,github.com/27182812/ChatGLM-LLaMA-chinese-insturct,384,6371e24d82b20b41dad7eee3a6b6145e,27182812_ChatGLM-LLaMA-chinese-insturct/ChatGLM-LLaMA-chinese-insturct/src/transformers/models/wavlm/convert_wavlm_original_s3prl_checkpoint_to_pytorch.py,"base_model_name,config=hf_config;base_model_name,config=hf_config;base_model_name,config=hf_config;config_path;base_model_name,return_attention_mask=True,do_normalize=False","探索中文instruct数据在ChatGLM, LLaMA上的微调表现"
transformers.BertTokenizerFast.from_pretrained;transformers.CLIPTokenizer.from_pretrained;transformers.CLIPTextModel.from_pretrained;transformers.CLIPTokenizer.from_pretrained;transformers.CLIPTextModel.from_pretrained;transformers.CLIPVisionModel.from_pretrained;transformers.CLIPVisionModel.from_pretrained,github.com/kangyeolk/Paint-by-Sketch,156,36494907b3f6087d9ad67bb3597e9ef6,kangyeolk_Paint-by-Sketch/Paint-by-Sketch/ldm/modules/encoders/modules.py,bert-base-uncased;version;version;version;version;version;version,Stable Diffusion-based image manipulation method with a sketch and reference image
transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained,github.com/AlibabaResearch/DAMO-ConvAI,788,1d29ec2d7e155f9b2050e8bb4e2311f3,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/diana/downstream/create_l2p.py,"unknown,cache_dir=unknown,revision=unknown,use_auth_token=unknown;unknown,cache_dir=unknown,use_fast=unknown,revision=unknown,use_auth_token=unknown",DAMO-ConvAI: The official repository which contains the codebase for Alibaba DAMO Conversational AI.
transformers.AutoModelForTokenClassification.from_pretrained,github.com/bminixhofer/wtpsplit,422,81c96be301f932bafeb5986892fd1b10,bminixhofer_wtpsplit/wtpsplit/scripts/export_to_onnx.py,unknown,Code for Where's the Point? Self-Supervised Multilingual Punctuation-Agnostic Sentence Segmentation
transformers.AutoTokenizer.from_pretrained;transformers.AutoConfig.from_pretrained,github.com/qiuhuachuan/smile,203,465ae89235275be3318f89929920aa29,qiuhuachuan_smile/smile/src/tokenize_dataset_rows.py,"model_name,trust_remote_code=True;model_name,trust_remote_code=True,device_map=auto",SMILE: Single-turn to Multi-turn Inclusive Language Expansion via ChatGPT for Mental Health Support
transformers.LlamaTokenizer.from_pretrained;transformers.AutoTokenizer.from_pretrained,github.com/AlibabaResearch/DAMO-ConvAI,788,3363892ab3ecac930c27604cab8e3a27,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/PRO/train/utils/data_manager.py,"tokenizer_path,use_fast=False;tokenizer_path,use_fast=False",DAMO-ConvAI: The official repository which contains the codebase for Alibaba DAMO Conversational AI.
transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoModelForSeq2SeqLM.from_pretrained,github.com/salesforce/CodeRL,436,4ceef994ee5e643ac2177c85f75ea8ce,salesforce_CodeRL/CodeRL/transformers/examples/pytorch/question-answering/run_seq2seq_qa.py,"unknown,cache_dir=unknown,revision=unknown,use_auth_token=unknown;unknown,cache_dir=unknown,use_fast=True,revision=unknown,use_auth_token=unknown;unknown,from_tf=bool,config=config,cache_dir=unknown,revision=unknown,use_auth_token=unknown",This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.AutoTokenizer.from_pretrained,github.com/bofenghuang/vigogne,448,3733bb83b49c56ed6d15de440da4f17e,bofenghuang_vigogne/vigogne/vigogne/data/select_by_length.py,"model_name_or_path,padding_side=right,use_fast=False",French instruction-following and chat models
transformers.BertTokenizer.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,f2b7de2fa08faa41d834bdc193445e72,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/bertabs/convert_bertabs_original_pytorch_checkpoint.py,bert-base-uncased,Source code for Zalo AI 2021 submission
transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoModelForMultipleChoice.from_pretrained,github.com/salesforce/CodeRL,436,29d49c29152ea72c42aae6c7191dd594,salesforce_CodeRL/CodeRL/transformers/examples/pytorch/multiple-choice/run_swag.py,"unknown,cache_dir=unknown,revision=unknown,use_auth_token=unknown;unknown,cache_dir=unknown,use_fast=unknown,revision=unknown,use_auth_token=unknown;unknown,from_tf=bool,config=config,cache_dir=unknown,revision=unknown,use_auth_token=unknown",This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoModelForSeq2SeqLM.from_pretrained,github.com/salesforce/CodeRL,436,6cfd3103bba5d660dd2edde0ba3be68d,salesforce_CodeRL/CodeRL/transformers/examples/pytorch/summarization/run_summarization.py,"unknown,cache_dir=unknown,revision=unknown,use_auth_token=unknown;unknown,cache_dir=unknown,use_fast=unknown,revision=unknown,use_auth_token=unknown;unknown,from_tf=bool,config=config,cache_dir=unknown,revision=unknown,use_auth_token=unknown",This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.AutoTokenizer.from_pretrained,github.com/AlibabaResearch/DAMO-ConvAI,788,686fa300cbf31199effc153e32303586,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/graphix/data_all_in/map_subword_schema.py,unknown,DAMO-ConvAI: The official repository which contains the codebase for Alibaba DAMO Conversational AI.
transformers.AutoModelForCausalLM.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoModelForCausalLM.from_pretrained,github.com/andreamad8/FSB,119,46eea402393e6a3e72c691087f834f01,andreamad8_FSB/FSB/demo/app_parsing.py,"model_checkpoint,low_cpu_mem_usage=True;gpt2;model_checkpoint;model_checkpoint",The Few-Shot Bot: Prompt-Based Learning for Dialogue Systems
transformers.AutoModel.from_pretrained;transformers.AutoModel.from_pretrained,github.com/yangheng95/PyABSA,779,de40dc1af063f85de6f5fd5955f604ab,yangheng95_PyABSA/PyABSA/pyabsa/tasks/CodeDefectDetection/prediction/code_defect_detector.py,find_cwd_dir;unknown,"Sentiment Analysis, Text Classification, Text Augmentation,  Text Adversarial defense, etc.; "
transformers.BartForSequenceClassification.from_pretrained;transformers.tokenization_bart.BartTokenizer.from_pretrained,github.com/AlibabaResearch/DAMO-ConvAI,788,0ccee11dc0cde98815ec82f9220b81ff,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/star/data_systhesis/snowball/evaluator/models/adversarial_evaluator.py,config_name;config_name,DAMO-ConvAI: The official repository which contains the codebase for Alibaba DAMO Conversational AI.
transformers.LlamaForCausalLM.from_pretrained,github.com/chrisociepa/allamo,103,9453d532cc4c2a407a6f827248cdfee8,chrisociepa_allamo/allamo/export_to_hf.py,"tmp_model_path,torch_dtype=torch_dtype,low_cpu_mem_usage=True","Simple, hackable and fast implementation for training/finetuning medium-sized LLaMA-based models"
transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.CLIPImageProcessor.from_pretrained;transformers.CLIPVisionModel.from_pretrained.cuda;transformers.CLIPImageProcessor.from_pretrained,github.com/tabtoyou/KoLLaVA,133,7bc71da41afebfde027d90263b098acb,tabtoyou_KoLLaVA/KoLLaVA/llava/eval/model_vqa.py,"config;model_name;unknown,torch_dtype=unknown;;unknown,torch_dtype=unknown",KoLLaVA: Korean Large Language-and-Vision Assistant (feat.LLaVA)
transformers.PegasusTokenizer.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,999d64ba065ef00000aa3eec2aa1116a,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/src/transformers/models/pegasus/convert_pegasus_tf_to_pytorch.py,"sshleifer/pegasus,model_max_length=desired_max_model_length",Source code for Zalo AI 2021 submission
transformers.FSMTConfig.from_pretrained,github.com/salesforce/CodeRL,436,5fc5fc3c4aaf8a9fafce302337f31558,salesforce_CodeRL/CodeRL/transformers/src/transformers/models/fsmt/convert_fsmt_original_pytorch_checkpoint_to_pytorch.py,pytorch_dump_folder_path,This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.GPT2Tokenizer.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,9af6f3b4a0639344c6229e5bdfc422cb,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/codeparrot/scripts/bpe_training.py,unknown,Source code for Zalo AI 2021 submission
transformers.HubertConfig.from_pretrained;transformers.HubertForSequenceClassification.from_pretrained;transformers.Wav2Vec2FeatureExtractor.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,d40e4ddfd3189a9747a825cec1948b19,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/src/transformers/models/hubert/convert_hubert_original_s3prl_checkpoint_to_pytorch.py,"config_path;base_model_name,config=hf_congfig;base_model_name,return_attention_mask=True,do_normalize=False",Source code for Zalo AI 2021 submission
transformers.Wav2Vec2ForSequenceClassification.from_pretrained;transformers.Wav2Vec2ForAudioFrameClassification.from_pretrained;transformers.Wav2Vec2ForXVector.from_pretrained;transformers.Wav2Vec2Config.from_pretrained;transformers.Wav2Vec2FeatureExtractor.from_pretrained,github.com/salesforce/CodeRL,436,14283c20d6ee23636016afcf7e2de0ab,salesforce_CodeRL/CodeRL/transformers/src/transformers/models/wav2vec2/convert_wav2vec2_original_s3prl_checkpoint_to_pytorch.py,"base_model_name,config=hf_config;base_model_name,config=hf_config;base_model_name,config=hf_config;config_path;base_model_name,return_attention_mask=True,do_normalize=False",This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.FlaxAutoModelForQuestionAnswering.from_pretrained,github.com/salesforce/CodeRL,436,3917a9981f8c3716405b7333df9e55a3,salesforce_CodeRL/CodeRL/transformers/examples/flax/question-answering/run_qa.py,"unknown,cache_dir=unknown,revision=unknown,use_auth_token=unknown;unknown,cache_dir=unknown,use_fast=True,revision=unknown,use_auth_token=unknown;unknown,config=config,cache_dir=unknown,revision=unknown,use_auth_token=unknown,seed=unknown,dtype=getattr",This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.AutoFeatureExtractor.from_pretrained,github.com/kangyeolk/Paint-by-Sketch,156,a8080425eea7fd5d3e2cb7c0a9606636,kangyeolk_Paint-by-Sketch/Paint-by-Sketch/scripts/folder_inference.py,safety_model_id,Stable Diffusion-based image manipulation method with a sketch and reference image
transformers.AutoModelForSeq2SeqLM.from_pretrained.to;transformers.AutoTokenizer.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,d186fee43a14ea60ac858742194d05b1,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/seq2seq-distillation/run_eval.py,device;model_name,Source code for Zalo AI 2021 submission
transformers.T5Tokenizer.from_pretrained;transformers.T5ForConditionalGeneration.from_pretrained,github.com/clue-ai/ChatYuan,1859,3c012bc0887c6149bd78fbb6f9d95eed,clue-ai_ChatYuan/ChatYuan/distributed-training/train.py,model_params;model_params,ChatYuan: Large Language Model for Dialogue in Chinese and English
transformers.AutoTokenizer.from_pretrained;transformers.AutoModelForSequenceClassification.from_pretrained,github.com/flowersteam/Grounding_LLMs_with_online_RL,137,8aa7d533de1dc497765163520234055d,flowersteam_Grounding_LLMs_with_online_RL/Grounding_LLMs_with_online_RL/v0.13.2/accelerate-0.13.2/examples/by_feature/gradient_accumulation.py,"bert-base-cased;bert-base-cased,return_dict=True",We perform functional grounding of LLMs' knowledge in BabyAI-Text
transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained,github.com/yangheng95/PyABSA,779,d9a1cdc0ddc1be70ba2be352832ef52f,yangheng95_PyABSA/PyABSA/pyabsa/utils/text_utils/bpe_tokenizer.py,base_tokenizer;rna_bpe_tokenizer2,"Sentiment Analysis, Text Classification, Text Augmentation,  Text Adversarial defense, etc.; "
transformers.UniSpeechSatForSequenceClassification.from_pretrained;transformers.UniSpeechSatForAudioFrameClassification.from_pretrained;transformers.UniSpeechSatForXVector.from_pretrained;transformers.UniSpeechSatConfig.from_pretrained;transformers.Wav2Vec2FeatureExtractor.from_pretrained,github.com/salesforce/CodeRL,436,a656cc08ea7c97a45dac26b533a394f6,salesforce_CodeRL/CodeRL/transformers/src/transformers/models/unispeech_sat/convert_unispeech_original_s3prl_checkpoint_to_pytorch.py,"base_model_name,config=hf_config;base_model_name,config=hf_config;base_model_name,config=hf_config;config_path;base_model_name,return_attention_mask=True,do_normalize=False",This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoModelForSequenceClassification.from_pretrained,github.com/salesforce/CodeRL,436,d0e48cde528f9c27b361fffc4fb97280,salesforce_CodeRL/CodeRL/transformers/examples/pytorch/text-classification/run_glue.py,"unknown,num_labels=num_labels,finetuning_task=unknown,cache_dir=unknown,revision=unknown,use_auth_token=unknown;unknown,cache_dir=unknown,use_fast=unknown,revision=unknown,use_auth_token=unknown;unknown,from_tf=bool,config=config,cache_dir=unknown,revision=unknown,use_auth_token=unknown",This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.OwlViTConfig.from_pretrained;transformers.CLIPTokenizer.from_pretrained,github.com/27182812/ChatGLM-LLaMA-chinese-insturct,384,b810f1bd00c34cab4589f4ac254a3e57,27182812_ChatGLM-LLaMA-chinese-insturct/ChatGLM-LLaMA-chinese-insturct/src/transformers/models/owlvit/convert_owlvit_original_flax_to_hf.py,"config_path;openai/clip-vit-base-patch32,pad_token=!,model_max_length=16","探索中文instruct数据在ChatGLM, LLaMA上的微调表现"
transformers.SEWConfig.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,ba6beb990712bf24482cb5f17409d057,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/src/transformers/models/sew/convert_sew_original_pytorch_checkpoint_to_pytorch.py,config_path,Source code for Zalo AI 2021 submission
transformers.MarianTokenizer.from_pretrained,github.com/salesforce/CodeRL,436,95066126112863a87e2e22e34a827fcf,salesforce_CodeRL/CodeRL/transformers/src/transformers/models/marian/convert_marian_to_pytorch.py,str,This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.AutoTokenizer.from_pretrained;transformers.AutoModel.from_pretrained;transformers.AutoModelForSequenceClassification.from_pretrained;transformers.AutoTokenizer.from_pretrained,github.com/aws-samples/aws-genai-llm-chatbot,564,e160e3bb710bf0c3a11f28c396eb1d5f,aws-samples_aws-genai-llm-chatbot/aws-genai-llm-chatbot/lib/semantic-search/embeddings-model/inference.py,embeddings_model_dir;embeddings_model_dir;cross_encoder_model_dir;cross_encoder_model_dir,"A modular and comprehensive solution to deploy a Multi-LLM and Multi-RAG powered chatbot (Amazon Bedrock, Anthropic, HuggingFace, OpenAI, AI21, Cohere) using AWS CDK on AWS"
transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoModel.from_pretrained;transformers.AutoTokenizer.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,fb7eb3a6b6b45ce174e73813093c3b72,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/mm-imdb/run_mmimdb.py,"unknown;unknown,do_lower_case=unknown,cache_dir=unknown;unknown,config=transformer_config,cache_dir=unknown;unknown",Source code for Zalo AI 2021 submission
transformers.Wav2Vec2Processor.from_pretrained;transformers.HubertForCTC.from_pretrained;transformers.Wav2Vec2Tokenizer.from_pretrained;transformers.Wav2Vec2ForMaskedLM.from_pretrained;transformers.Wav2Vec2Processor.from_pretrained;transformers.HubertForCTC.from_pretrained,github.com/jim-schwoebel/allie,129,98815b36d3cef5ce5042e72b4b13f6f8,jim-schwoebel_allie/allie/features/audio_features/featurize.py,facebook/hubert-large-ls960-ft;facebook/hubert-large-ls960-ft;facebook/wav2vec2-base-960h;facebook/wav2vec2-base-960h;facebook/hubert-large-ls960-ft;facebook/hubert-large-ls960-ft,"🤖 An automated machine learning framework for audio, text, image, video, or .CSV files (50+ featurizers and 15+ model trainers). Python 3.6 required."
transformers.CLIPTokenizer.from_pretrained;transformers.CLIPTextModel.from_pretrained.to,github.com/songrise/AvatarCraft,157,2359e8d5fd2a78e86b5fb4d690a0f316,songrise_AvatarCraft/AvatarCraft/models/diffusion.py,"unknown,subfolder=tokenizer;unknown",[ICCV23] AvatarCraft: Transforming Text into Neural Human Avatars with Parameterized Shape and Pose Control
transformers.BertConfig.from_pretrained;transformers.BertConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoTokenizer.from_pretrained,github.com/CuongNN218/zalo_ltr_2021,138,64ba832e249d1be1c66e5665a6b696bb,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/performer/run_mlm_performer.py,"unknown,cache_dir=unknown;unknown;unknown,cache_dir=unknown,use_fast=unknown;unknown,cache_dir=unknown,use_fast=unknown",Source code for Zalo AI 2021 submission
transformers.BertTokenizer.from_pretrained,github.com/27182812/ChatGLM-LLaMA-chinese-insturct,384,2fcf39ef191c8d5b9730508a9800013c,27182812_ChatGLM-LLaMA-chinese-insturct/ChatGLM-LLaMA-chinese-insturct/src/transformers/models/vilt/convert_vilt_original_to_pytorch.py,bert-base-uncased,"探索中文instruct数据在ChatGLM, LLaMA上的微调表现"
transformers.BertTokenizer.from_pretrained,github.com/china-ai-law-challenge/CAIL2020,150,3cd63a4d68bd51ef601dec7ae9f2e3d0,china-ai-law-challenge_CAIL2020/CAIL2020/ydlj/baseline/data_process.py,unknown,
transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoModel.from_pretrained,github.com/wzhouad/ATLOP,174,7c9006b7719b45e2bf3d6c3000ce8946,wzhouad_ATLOP/ATLOP/train.py,"unknown,num_labels=unknown;unknown;unknown,from_tf=bool,config=config","Source code for paper ""Document-Level Relation Extraction with Adaptive Thresholding and Localized Context Pooling"", AAAI 2021"
transformers.Wav2Vec2ForPreTraining.from_pretrained;transformers.ViTMAEForPreTraining.from_pretrained,github.com/salesforce/CodeRL,436,f620091018ba1e59972e7b3505e895c3,salesforce_CodeRL/CodeRL/transformers/examples/pytorch/test_examples.py,tmp_dir;tmp_dir,This is the official code for the paper CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning (NeurIPS22).
transformers.AutoConfig.from_pretrained;transformers.AutoConfig.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoTokenizer.from_pretrained;transformers.AutoModelWithLMHead.from_pretrained,github.com/allenai/real-toxicity-prompts,125,0feeefccb1a282decf61672d84694ecc,allenai_real-toxicity-prompts/real-toxicity-prompts/scripts/evaluation/run_language_modeling_webtext.py,"unknown,cache_dir=unknown;unknown,cache_dir=unknown;unknown,cache_dir=unknown;unknown,cache_dir=unknown;unknown,from_tf=bool,config=config,cache_dir=unknown",
transformers.BertTokenizerFast.from_pretrained,github.com/StanleyLsx/entity_extractor_by_pointer,123,833d8d587e54920aec3af591dd66d406,StanleyLsx_entity_extractor_by_pointer/entity_extractor_by_pointer/engines/data.py,bert-base-chinese,使用torch整合两种经典的指针NER抽取范式，分别是SpanBert和苏神的GlobalPointer，简单加了些tricks，配置后一键运行
transformers.BertTokenizer.from_pretrained;transformers.BertConfig.from_pretrained;transformers.BertTokenizer.from_pretrained;transformers.BertConfig.from_pretrained,github.com/AlibabaResearch/DAMO-ConvAI,788,7f4a383307ec0cb810d5ef48fc26f2fa,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/cgodial/flow_based_dialog/main.py,unknown;unknown;unknown;unknown,DAMO-ConvAI: The official repository which contains the codebase for Alibaba DAMO Conversational AI.
