caller,file_path,github_url
,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/star/pretrain/pretrain_inbatch.py,github.com/alibabaresearch/damo-convai
,qanastek_HugsVision/HugsVision/recipes/kvasir_v2/binary_classification/predict_deit.py,github.com/qanastek/hugsvision
load_pretrained,ucinlp_autoprompt/autoprompt/autoprompt/label_search.py,github.com/ucinlp/autoprompt
XLLMSpeech.__init__,phellonchen_X-LLM/X-LLM/xllm/models/xllm_models/xllm_speech.py,github.com/phellonchen/x-llm
,stanfordnlp_chirpycardinal/chirpycardinal/docker/qa/app/remote_module.py,github.com/stanfordnlp/chirpycardinal
Network.__init__,declare-lab_conv-emotion/conv-emotion/emotion-cause-extraction/Rank-Emotion-Cause/src/networks/rank_cp.py,github.com/declare-lab/conv-emotion
Dial2vec.__init__,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/dial2vec/network.py,github.com/alibabaresearch/damo-convai
training_function;get_dataloaders,flowersteam_Grounding_LLMs_with_online_RL/Grounding_LLMs_with_online_RL/v0.13.2/accelerate-0.13.2/examples/nlp_example.py,github.com/flowersteam/grounding_llms_with_online_rl
main,voidism_DiffCSE/DiffCSE/transformers-4.2.1/examples/legacy/run_language_modeling.py,github.com/voidism/diffcse
,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/legacy/run_camembert.py,github.com/cuongnn218/zalo_ltr_2021
TestSummarizationDistiller.test_loss_fn;TestSummarizationDistiller.test_hub_configs,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/seq2seq-distillation/_test_seq2seq_examples.py,github.com/cuongnn218/zalo_ltr_2021
,bminixhofer_wtpsplit/wtpsplit/wtpsplit/evaluation/intrinsic.py,github.com/bminixhofer/wtpsplit
,ylsung_VL_adapter/VL_adapter/VL-T5/src/my_transformers/modeling_bart.py,github.com/ylsung/vl_adapter
,salesforce_CodeRL/CodeRL/transformers/examples/pytorch/token-classification/run_ner_no_trainer.py,github.com/salesforce/coderl
,salesforce_CodeRL/CodeRL/transformers/examples/research_projects/distillation/scripts/extract_distilbert.py,github.com/salesforce/coderl
train_model;main,RUC-GSAI_YuLan-IR/YuLan-IR/WebBrain/generator/run_model_train.py,github.com/ruc-gsai/yulan-ir
,jonatasgrosman_wav2vec2-sprint/wav2vec2-sprint/run_common_voice.py,github.com/jonatasgrosman/wav2vec2-sprint
model_fn,aws-samples_aws-genai-llm-chatbot/aws-genai-llm-chatbot/lib/large-language-model/hf-custom-script-model/samples/pipeline/inference.py,github.com/aws-samples/aws-genai-llm-chatbot
main,salesforce_CodeRL/CodeRL/transformers/examples/tensorflow/translation/run_translation.py,github.com/salesforce/coderl
TADTextClassifier.__init__,yangheng95_PyABSA/PyABSA/pyabsa/tasks/TextAdversarialDefense/prediction/tad_classifier.py,github.com/yangheng95/pyabsa
main,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/flax/question-answering/run_qa.py,github.com/cuongnn218/zalo_ltr_2021
,sanchit-gandhi_whisper-jax/whisper-jax/benchmarks/run_pytorch.py,github.com/sanchit-gandhi/whisper-jax
,arpitbansal297_Universal-Guided-Diffusion/Universal-Guided-Diffusion/stable-diffusion-guided/scripts/clip_guided.py,github.com/arpitbansal297/universal-guided-diffusion
run_experiment,Guzpenha_transformer_rankers/transformer_rankers/transformer_rankers/examples/bert_ranker_cross_task_cross_ns_for_crr.py,github.com/guzpenha/transformer_rankers
ObjectDetectionTrainer.__init__,qanastek_HugsVision/HugsVision/hugsvision/nnet/ObjectDetectionTrainer.py,github.com/qanastek/hugsvision
main,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/pytorch/language-modeling/run_clm_no_trainer.py,github.com/cuongnn218/zalo_ltr_2021
FrozenT5Embedder.__init__;BERTTokenizer.__init__;FrozenCLIPEmbedder.__init__;ClipImageProjector.__init__,ashawkey_stable-dreamfusion/stable-dreamfusion/ldm/modules/encoders/modules.py,github.com/ashawkey/stable-dreamfusion
Transformer.__init__,zhoujx4_NLP-Series-sentence-embeddings/NLP-Series-sentence-embeddings/sentence_transformers/models/Transformer.py,github.com/zhoujx4/nlp-series-sentence-embeddings
GazLSTM.__init__,v-mipeng_LexiconAugmentedNER/LexiconAugmentedNER/model/gazlstm.py,github.com/v-mipeng/lexiconaugmentedner
main,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/flax/text-classification/run_flax_glue.py,github.com/cuongnn218/zalo_ltr_2021
main,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/jax-projects/model_parallel/run_clm_mp.py,github.com/cuongnn218/zalo_ltr_2021
,arpitbansal297_Universal-Guided-Diffusion/Universal-Guided-Diffusion/stable-diffusion-guided/scripts/segmentation.py,github.com/arpitbansal297/universal-guided-diffusion
main,salesforce_CodeRL/CodeRL/transformers/examples/legacy/run_swag.py,github.com/salesforce/coderl
GenerativeQAModule.__init__,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/rag-end2end-retriever/finetune_rag.py,github.com/cuongnn218/zalo_ltr_2021
,zetaalphavector_inPars/inPars/legacy/inpars-v1/train_t5.py,github.com/zetaalphavector/inpars
BackPrompter.get_bloom,karthikv792_LLMs-Planning/LLMs-Planning/llm_planning_analysis/back_prompting.py,github.com/karthikv792/llms-planning
build_t5,facebookresearch_ParlAI/ParlAI/parlai/agents/hugging_face/t5.py,github.com/facebookresearch/parlai
main,ucinlp_autoprompt/autoprompt/autoprompt/finetune.py,github.com/ucinlp/autoprompt
,egorsmkv_speech-recognition-uk/speech-recognition-uk/speech-to-text/test_wav2vec.py,github.com/egorsmkv/speech-recognition-uk
LanguageModelingModel.__init__,declare-lab_conv-emotion/conv-emotion/emotion-cause-extraction/RoBERTa Baseline/simpletransformers/language_modeling/language_modeling_model.py,github.com/declare-lab/conv-emotion
HFLM.__init__,Vahe1994_SpQR/SpQR/lm-evaluation-harness/lm_eval/models/gpt2.py,github.com/vahe1994/spqr
convert_longformer_qa_checkpoint_to_pytorch,songhaoyu_BoB/BoB/xlibs/convert_longformer_original_pytorch_lightning_to_pytorch.py,github.com/songhaoyu/bob
main,salesforce_CodeRL/CodeRL/transformers/examples/research_projects/rag/use_own_knowledge_dataset.py,github.com/salesforce/coderl
BinaryPointer.__init__,StanleyLsx_entity_extractor_by_pointer/entity_extractor_by_pointer/engines/models/BinaryPointer.py,github.com/stanleylsx/entity_extractor_by_pointer
,kmeng01_memit/memit/experiments/sweep.py,github.com/kmeng01/memit
make_qa_s2s_model;make_qa_retriever_model,salesforce_CodeRL/CodeRL/transformers/examples/research_projects/longform-qa/eli5_utils.py,github.com/salesforce/coderl
TextEncoder.__init__,INK-USC_MHGRN/MHGRN/modeling/modeling_encoder.py,github.com/ink-usc/mhgrn
,sail-sg_EditAnything/EditAnything/sam2semantic.py,github.com/sail-sg/editanything
GPT2Generation.__init__,allenai_real-toxicity-prompts/real-toxicity-prompts/generation/gpt2_generation.py,github.com/allenai/real-toxicity-prompts
create_reward_fn_1;create_reward_fn_3;create_reward_fn_2,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/PRO/eval/metrics2.py,github.com/alibabaresearch/damo-convai
main,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/tensorflow/text-classification/run_glue.py,github.com/cuongnn218/zalo_ltr_2021
CLAP.__init__,zhvng_open-musiclm/open-musiclm/open_musiclm/laion_clap/clap_module/model.py,github.com/zhvng/open-musiclm
CLIPModel.__init__,yuvalkirstain_PickScore/PickScore/trainer/models/clip_model.py,github.com/yuvalkirstain/pickscore
BLIP2.__init__,ashawkey_stable-dreamfusion/stable-dreamfusion/preprocess_image.py,github.com/ashawkey/stable-dreamfusion
launch_training,flowersteam_Grounding_LLMs_with_online_RL/Grounding_LLMs_with_online_RL/experiments/clm_behavioral-cloning.py,github.com/flowersteam/grounding_llms_with_online_rl
main,salesforce_CodeRL/CodeRL/transformers/examples/tensorflow/text-classification/run_glue.py,github.com/salesforce/coderl
Model.__init__,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/cgodial/slot_based_dialog/cdial_gpt/train.py,github.com/alibabaresearch/damo-convai
Transformer.__init__,ashkamath_mdetr/mdetr/models/transformer.py,github.com/ashkamath/mdetr
,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/codeparrot/scripts/validation_loss.py,github.com/cuongnn218/zalo_ltr_2021
main,salesforce_CodeRL/CodeRL/transformers/examples/pytorch/speech-recognition/run_speech_recognition_seq2seq.py,github.com/salesforce/coderl
main,johannakarras_DreamPose/DreamPose/train.py,github.com/johannakarras/dreampose
run_training;main,loubnabnl_santacoder-finetuning/santacoder-finetuning/train.py,github.com/loubnabnl/santacoder-finetuning
generate_summaries_or_translations,salesforce_CodeRL/CodeRL/transformers/examples/legacy/seq2seq/run_eval.py,github.com/salesforce/coderl
load_models,salesforce_CodeRL/CodeRL/transformers/examples/research_projects/longform-qa/eli5_app.py,github.com/salesforce/coderl
BERTTokenizer.__init__;FrozenCLIPEmbedder.__init__,timothybrooks_instruct-pix2pix/instruct-pix2pix/stable_diffusion/ldm/modules/encoders/modules.py,github.com/timothybrooks/instruct-pix2pix
,qiuhuachuan_smile/smile/MeChat_server.py,github.com/qiuhuachuan/smile
main,salesforce_CodeRL/CodeRL/transformers/examples/pytorch/question-answering/run_qa_beam_search.py,github.com/salesforce/coderl
,rinnakk_japanese-pretrained-models/japanese-pretrained-models/src/task/pretrain_gpt2/check_huggingface.py,github.com/rinnakk/japanese-pretrained-models
,egorsmkv_speech-recognition-uk/speech-recognition-uk/speech-to-text/test_file_wav2vec_lm.py,github.com/egorsmkv/speech-recognition-uk
main,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/pytorch/multiple-choice/run_swag.py,github.com/cuongnn218/zalo_ltr_2021
BertGCN.__init__;BertGAT.__init__;BertClassifier.__init__,ZeroRin_BertGCN/BertGCN/model/models.py,github.com/zerorin/bertgcn
,ylsung_VL_adapter/VL_adapter/download_backbones.py,github.com/ylsung/vl_adapter
main,salesforce_CodeRL/CodeRL/transformers/examples/flax/image-captioning/run_image_captioning_flax.py,github.com/salesforce/coderl
,sail-sg_EditAnything/EditAnything/sam2image.py,github.com/sail-sg/editanything
ChatGLMPredictor.__init__,27182812_ChatGLM-LLaMA-chinese-insturct/ChatGLM-LLaMA-chinese-insturct/infer.py,github.com/27182812/chatglm-llama-chinese-insturct
LlavaMPTModel.initialize_vision_modules;LlavaMPTModel.__init__,tabtoyou_KoLLaVA/KoLLaVA/llava/model/llava_mpt.py,github.com/tabtoyou/kollava
CLAP.__init__,haoheliu_AudioLDM/AudioLDM/audioldm/clap/open_clip/model.py,github.com/haoheliu/audioldm
,peterwilli_sd-leap-booster/sd-leap-booster/training/dataset_creator/sd_extractor.py,github.com/peterwilli/sd-leap-booster
SummarizationDistiller.__init__,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/seq2seq-distillation/distillation.py,github.com/cuongnn218/zalo_ltr_2021
model.__init__,zhoujx4_NLP-Series-sentence-embeddings/NLP-Series-sentence-embeddings/run_bert_whitening.py,github.com/zhoujx4/nlp-series-sentence-embeddings
,the-crypt-keeper_can-ai-code/can-ai-code/interview-starcoder.py,github.com/the-crypt-keeper/can-ai-code
Retriever1hop.__init__,facebookresearch_multihop_dense_retrieval/multihop_dense_retrieval/mdr/retrieval/models/hop1_retriever.py,github.com/facebookresearch/multihop_dense_retrieval
make_qa_s2s_model;make_qa_retriever_model,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/longform-qa/eli5_utils.py,github.com/cuongnn218/zalo_ltr_2021
CLAP.__init__,AIGC-Audio_AudioGPT/AudioGPT/text_to_audio/Make_An_Audio/ldm/modules/encoders/open_clap/model.py,github.com/aigc-audio/audiogpt
,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/jax-projects/dataset-streaming/run_mlm_flax_stream.py,github.com/cuongnn218/zalo_ltr_2021
,zhvng_open-musiclm/open-musiclm/open_musiclm/laion_clap/clap_module/bert.py,github.com/zhvng/open-musiclm
main,yuchenlin_SwiftSage/SwiftSage/fast_agent/ds_train.py,github.com/yuchenlin/swiftsage
main,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/flax/language-modeling/run_mlm_flax.py,github.com/cuongnn218/zalo_ltr_2021
,stanfordnlp_chirpycardinal/chirpycardinal/docker/colbertinfiller/app/remote_module.py,github.com/stanfordnlp/chirpycardinal
NLUModel.__init__,LearnedVector_A-Hackers-AI-Voice-Assistant/A-Hackers-AI-Voice-Assistant/VoiceAssistant/nlu/neuralnet/model.py,github.com/learnedvector/a-hackers-ai-voice-assistant
main,voidism_DiffCSE/DiffCSE/transformers-4.2.1/examples/language-modeling/run_clm.py,github.com/voidism/diffcse
patch_config;eval_model,tabtoyou_KoLLaVA/KoLLaVA/llava/eval/model_vqa_science.py,github.com/tabtoyou/kollava
,voidism_DiffCSE/DiffCSE/transformers-4.2.1/examples/language-modeling/run_mlm_flax.py,github.com/voidism/diffcse
training_function;get_dataloaders,flowersteam_Grounding_LLMs_with_online_RL/Grounding_LLMs_with_online_RL/v0.13.2/accelerate-0.13.2/src/accelerate/test_utils/scripts/external_deps/test_checkpointing.py,github.com/flowersteam/grounding_llms_with_online_rl
main,voidism_DiffCSE/DiffCSE/transformers-4.2.1/examples/text-classification/run_tf_text_classification.py,github.com/voidism/diffcse
ModelEvalTester.get_model;ModelEvalTester.get_tokenizer,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/legacy/seq2seq/old_test_fsmt_bleu_score.py,github.com/cuongnn218/zalo_ltr_2021
BERTTokenizer.__init__;FrozenCLIPEmbedder.__init__,arpitbansal297_Universal-Guided-Diffusion/Universal-Guided-Diffusion/stable-diffusion-guided/ldm/modules/encoders/modules.py,github.com/arpitbansal297/universal-guided-diffusion
training_function,flowersteam_Grounding_LLMs_with_online_RL/Grounding_LLMs_with_online_RL/v0.13.2/accelerate-0.13.2/examples/by_feature/fsdp_with_peak_mem_tracking.py,github.com/flowersteam/grounding_llms_with_online_rl
recover_instruct_llama,shmsw25_FActScore/FActScore/factscore/download_data.py,github.com/shmsw25/factscore
,junshutang_Make-It-3D/Make-It-3D/main.py,github.com/junshutang/make-it-3d
main,salesforce_CodeRL/CodeRL/transformers/examples/pytorch/text-classification/run_glue_no_trainer.py,github.com/salesforce/coderl
,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/distillation/scripts/extract.py,github.com/cuongnn218/zalo_ltr_2021
main,andreamad8_FSB/FSB/classifier/run_glue.py,github.com/andreamad8/fsb
main,salesforce_CodeRL/CodeRL/transformers/examples/tensorflow/summarization/run_summarization.py,github.com/salesforce/coderl
TestMbartCc25Enro.test_model_download,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/seq2seq-distillation/_test_bash_script.py,github.com/cuongnn218/zalo_ltr_2021
main,twistedcubic_attention-rank-collapse/attention-rank-collapse/run_memorization.py,github.com/twistedcubic/attention-rank-collapse
main,guifaChild_text_to_vedio/text_to_vedio/ChatGLM-6B-main/ptuning/main.py,github.com/guifachild/text_to_vedio
BERTSynonymClassifier.__init__,KRR-Oxford_DeepOnto/DeepOnto/src/deeponto/align/bertmap/bert_classifier.py,github.com/krr-oxford/deeponto
main,bofenghuang_vigogne/vigogne/scripts/merge_peft_adapters.py,github.com/bofenghuang/vigogne
VLBertModel.__init__,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/dstc11-simmc/task2/model/backbone.py,github.com/alibabaresearch/damo-convai
main,salesforce_CodeRL/CodeRL/transformers/examples/legacy/run_transfo_xl.py,github.com/salesforce/coderl
main,salesforce_CodeRL/CodeRL/transformers/examples/research_projects/jax-projects/wav2vec2/run_wav2vec2_pretrain_flax.py,github.com/salesforce/coderl
BERTTokenizer.__init__;FrozenCLIPEmbedder.__init__,Lipurple_Grounded-Diffusion/Grounded-Diffusion/ldm/modules/encoders/modules.py,github.com/lipurple/grounded-diffusion
Embedder.__init__,NyanNyanovich_nyan/nyan/nyan/labse.py,github.com/nyannyanovich/nyan
BertPretrain.__init__,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/space-2/trippy/bert_models.py,github.com/alibabaresearch/damo-convai
main,bofenghuang_vigogne/vigogne/vigogne/demo/demo_chat.py,github.com/bofenghuang/vigogne
main,salesforce_CodeRL/CodeRL/transformers/examples/legacy/token-classification/run_tf_ner.py,github.com/salesforce/coderl
main,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/run_mlm.py,github.com/cuongnn218/zalo_ltr_2021
,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/cgodial/slot_based_dialog/cdial_gpt/reader.py,github.com/alibabaresearch/damo-convai
init_blip_processor;init_blip_model,sail-sg_EditAnything/EditAnything/editany_lora.py,github.com/sail-sg/editanything
ChatGLM2.__init__;test2,ypwhs_CreativeChatGLM/CreativeChatGLM/predictors/chatglm2_predictor.py,github.com/ypwhs/creativechatglm
Relation_init.__init__,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/bird/finetuning/models/unified/relation_emb_init.py,github.com/alibabaresearch/damo-convai
,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/wav2vec2/run_common_voice.py,github.com/cuongnn218/zalo_ltr_2021
Model.__init__,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/bird/finetuning/models/unified/finetune.py,github.com/alibabaresearch/damo-convai
,bofenghuang_vigogne/vigogne/scripts/convert_llama_weights_to_hf.py,github.com/bofenghuang/vigogne
Blip2Engine.forward,Xpitfire_symbolicai/symbolicai/symai/backend/engine_blip2.py,github.com/xpitfire/symbolicai
main,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/adversarial/run_hans.py,github.com/cuongnn218/zalo_ltr_2021
get_dls;get_model,tcapelle_apple_m1_pro_python/apple_m1_pro_python/pytorch/train_bert.py,github.com/tcapelle/apple_m1_pro_python
FSNERModel.__init__,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/fsner/src/fsner/model.py,github.com/cuongnn218/zalo_ltr_2021
main,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/wav2vec2/run_pretrain.py,github.com/cuongnn218/zalo_ltr_2021
,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/proton/preprocess/test_grappa_prob_cmp.py,github.com/alibabaresearch/damo-convai
ARLDM.__init__,xichenpan_ARLDM/ARLDM/main.py,github.com/xichenpan/arldm
main,salesforce_CodeRL/CodeRL/transformers/examples/flax/language-modeling/run_t5_mlm_flax.py,github.com/salesforce/coderl
get_model,RUC-GSAI_YuLan-IR/YuLan-IR/RETA-LLM/system/load_model.py,github.com/ruc-gsai/yulan-ir
main,salesforce_CodeRL/CodeRL/transformers/examples/tensorflow/language-modeling/run_mlm.py,github.com/salesforce/coderl
main,allenai_real-toxicity-prompts/real-toxicity-prompts/scripts/finetuning/finetune_gpt2_ctrl.py,github.com/allenai/real-toxicity-prompts
,ssymmetry_BBT-FinCUGE-Applications/BBT-FinCUGE-Applications/genarate_demo.py,github.com/ssymmetry/bbt-fincuge-applications
convert_pl_to_hf,salesforce_CodeRL/CodeRL/transformers/examples/research_projects/seq2seq-distillation/convert_pl_checkpoint_to_hf.py,github.com/salesforce/coderl
main,salesforce_CodeRL/CodeRL/transformers/examples/flax/vision/run_image_classification.py,github.com/salesforce/coderl
get_model_answers,Neutralzz_BiLLa/BiLLa/eval_codes/get_model_answer.py,github.com/neutralzz/billa
,fastnlp_CPT/CPT/finetune/mrc/run_mrc.py,github.com/fastnlp/cpt
,sail-sg_EditAnything/EditAnything/dataset_build.py,github.com/sail-sg/editanything
,YuanGongND_whisper-at/whisper-at/src/noise_robust_asr/asr_experiments/transcribe_esc_hubert_xl.py,github.com/yuangongnd/whisper-at
,demi6od_ChatBot/ChatBot/ChatBotBertTransformer/model.py,github.com/demi6od/chatbot
main,salesforce_CodeRL/CodeRL/transformers/examples/pytorch/audio-classification/run_audio_classification.py,github.com/salesforce/coderl
main,thu-ml_controlvideo/controlvideo/train.py,github.com/thu-ml/controlvideo
load_pretrained,ucinlp_autoprompt/autoprompt/autoprompt/create_trigger.py,github.com/ucinlp/autoprompt
main,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/legacy/multiple_choice/run_multiple_choice.py,github.com/cuongnn218/zalo_ltr_2021
GPT2LM.__init__,thunlp_OpenBackdoor/OpenBackdoor/openbackdoor/utils/evaluator.py,github.com/thunlp/openbackdoor
main,salesforce_CodeRL/CodeRL/transformers/examples/tensorflow/multiple-choice/run_swag.py,github.com/salesforce/coderl
GraphInputLayerPLM.__init__,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/star/LGESQL/cosql/model/encoder/graph_input.py,github.com/alibabaresearch/damo-convai
run_training,salesforce_CodeRL/CodeRL/train.py,github.com/salesforce/coderl
,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/flax/token-classification/run_flax_ner.py,github.com/cuongnn218/zalo_ltr_2021
,kangyeolk_Paint-by-Sketch/Paint-by-Sketch/scripts/eval_dataloader.py,github.com/kangyeolk/paint-by-sketch
QAModel.__init__,facebookresearch_multihop_dense_retrieval/multihop_dense_retrieval/mdr/qa/qa_model.py,github.com/facebookresearch/multihop_dense_retrieval
main,salesforce_CodeRL/CodeRL/transformers/examples/research_projects/mm-imdb/run_mmimdb.py,github.com/salesforce/coderl
main,voidism_DiffCSE/DiffCSE/transformers-4.2.1/examples/question-answering/run_qa_beam_search.py,github.com/voidism/diffcse
main,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/bertology/run_bertology.py,github.com/cuongnn218/zalo_ltr_2021
ProteinRTrainingInstructor._load_dataset_and_prepare_dataloader,yangheng95_PyABSA/PyABSA/pyabsa/tasks/_Archive/ProteinRegression/instructor/proteinr_instructor.py,github.com/yangheng95/pyabsa
,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/PRO/eval/infer_and_eval_main_generate.py,github.com/alibabaresearch/damo-convai
main,salesforce_CodeRL/CodeRL/transformers/examples/tensorflow/question-answering/run_qa.py,github.com/salesforce/coderl
,stanfordnlp_chirpycardinal/chirpycardinal/docker/infiller/app/remote_module.py,github.com/stanfordnlp/chirpycardinal
FrozenT5Embedder.__init__;FrozenCLIPEmbedder.__init__,Mikubill_naifu-diffusion/naifu-diffusion/experiment/encoder.py,github.com/mikubill/naifu-diffusion
get_bert,amazon-science_sccl/sccl/utils/optimizer.py,github.com/amazon-science/sccl
,cross-domain-compositing_cross-domain-compositing/cross-domain-compositing/scripts/txt2img.py,github.com/cross-domain-compositing/cross-domain-compositing
T5Classifier.__init__;T5Generator.__init__,yangheng95_PyABSA/PyABSA/pyabsa/tasks/ABSAInstruction/model.py,github.com/yangheng95/pyabsa
main,salesforce_CodeRL/CodeRL/transformers/examples/pytorch/question-answering/run_qa.py,github.com/salesforce/coderl
,Vahe1994_SpQR/SpQR/lm-evaluation-harness/scripts/make_gpt2_test_cases.py,github.com/vahe1994/spqr
,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/pytorch/token-classification/run_ner.py,github.com/cuongnn218/zalo_ltr_2021
Preprocessor.__init__,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/proton/preprocess/common_utils.py,github.com/alibabaresearch/damo-convai
main,salesforce_CodeRL/CodeRL/transformers/examples/pytorch/language-modeling/run_plm.py,github.com/salesforce/coderl
main,salesforce_CodeRL/CodeRL/transformers/examples/pytorch/multiple-choice/run_swag_no_trainer.py,github.com/salesforce/coderl
,voidism_DiffCSE/DiffCSE/transformers-4.2.1/examples/token-classification/run_ner.py,github.com/voidism/diffcse
,salesforce_CodeRL/CodeRL/transformers/examples/legacy/run_camembert.py,github.com/salesforce/coderl
main,salesforce_CodeRL/CodeRL/transformers/examples/pytorch/summarization/run_summarization_no_trainer.py,github.com/salesforce/coderl
main,salesforce_CodeRL/CodeRL/transformers/examples/legacy/seq2seq/finetune_trainer.py,github.com/salesforce/coderl
TextModel.__init__,YeexiaoZheng_Multimodal-Sentiment-Analysis/Multimodal-Sentiment-Analysis/Models/NaiveCombineModel.py,github.com/yeexiaozheng/multimodal-sentiment-analysis
generate_candidate_descriptions,HazyResearch_domino/domino/domino/_describe/generate.py,github.com/hazyresearch/domino
main,salesforce_CodeRL/CodeRL/transformers/examples/research_projects/mlm_wwm/run_mlm_wwm.py,github.com/salesforce/coderl
BERTTokenizer.__init__;FrozenCLIPEmbedder.__init__,ygtxr1997_CelebBasis/CelebBasis/ldm/modules/encoders/modules.py,github.com/ygtxr1997/celebbasis
,kangyeolk_Paint-by-Sketch/Paint-by-Sketch/scripts/inference.py,github.com/kangyeolk/paint-by-sketch
,haoheliu_AudioLDM/AudioLDM/audioldm/clap/open_clip/bert.py,github.com/haoheliu/audioldm
consolidate_ckpt,tabtoyou_KoLLaVA/KoLLaVA/llava/model/consolidate.py,github.com/tabtoyou/kollava
,Guzpenha_transformer_rankers/transformer_rankers/transformer_rankers/scripts/train_response2context.py,github.com/guzpenha/transformer_rankers
TextClassifier.__init__,yangheng95_PyABSA/PyABSA/pyabsa/tasks/TextClassification/prediction/text_classifier.py,github.com/yangheng95/pyabsa
main,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/tensorflow/question-answering/run_qa.py,github.com/cuongnn218/zalo_ltr_2021
main,bofenghuang_vigogne/vigogne/vigogne/data/translate_dataset.py,github.com/bofenghuang/vigogne
load_models,CuongNN218_zalo_ltr_2021/zalo_ltr_2021/transformers/examples/research_projects/longform-qa/eli5_app.py,github.com/cuongnn218/zalo_ltr_2021
CLIPEngine.forward,Xpitfire_symbolicai/symbolicai/symai/backend/engine_clip.py,github.com/xpitfire/symbolicai
,skeskinen_bert.cpp/bert.cpp/models/convert-to-ggml.py,github.com/skeskinen/bert.cpp
DialGPT2.__init__,AlibabaResearch_DAMO-ConvAI/DAMO-ConvAI/pace/pace/modules/gpt2_module.py,github.com/alibabaresearch/damo-convai
training_function;get_dataloaders,flowersteam_Grounding_LLMs_with_online_RL/Grounding_LLMs_with_online_RL/v0.13.2/accelerate-0.13.2/src/accelerate/test_utils/scripts/external_deps/test_peak_memory_usage.py,github.com/flowersteam/grounding_llms_with_online_rl
CLIPModel.__init__,zhoujx4_NLP-Series-sentence-embeddings/NLP-Series-sentence-embeddings/sentence_transformers/models/CLIPModel.py,github.com/zhoujx4/nlp-series-sentence-embeddings
,lensterxyz_lenster/lenster/packages/ai/tagger_route.py,github.com/lensterxyz/lenster
main,salesforce_CodeRL/CodeRL/transformers/examples/legacy/text-classification/run_tf_text_classification.py,github.com/salesforce/coderl
FrozenT5Embedder.__init__;BERTTokenizer.__init__;FrozenCLAPEmbedderNoLoad.__init__;NewFrozenCLAPEmbedder.__init__;FrozenFLANEmbedder.__init__;FrozenCLAPEmbedder.__init__,AIGC-Audio_AudioGPT/AudioGPT/text_to_audio/Make_An_Audio/ldm/modules/encoders/modules.py,github.com/aigc-audio/audiogpt
ATEPCTrainingInstructor._load_dataset_and_prepare_dataloader,yangheng95_PyABSA/PyABSA/pyabsa/tasks/AspectTermExtraction/instructor/atepc_instructor.py,github.com/yangheng95/pyabsa
VRN3M.__init__,siddk_voltron-robotics/voltron-robotics/voltron/models/reproductions/vrn3m.py,github.com/siddk/voltron-robotics
,salesforce_CodeRL/CodeRL/transformers/examples/flax/token-classification/run_flax_ner.py,github.com/salesforce/coderl
